TREAT;LENGTH;NO_R;REPLICATE;PATCH;WEEK;AFEMA
16_NO_3;16;NO;3;2.2;10;15
16_NO_3;16;NO;3;2.3;10;25
16_NO_3;16;NO;3;3.1;10;52
16_NO_3;16;NO;3;3.2;10;57
16_NO_3;16;NO;3;3.3;10;19
16_NO_4;16;NO;4;1.1;10;92
16_NO_4;16;NO;4;1.2;10;16
16_NO_4;16;NO;4;1.3;10;25
16_NO_4;16;NO;4;2.1;10;44
16_NO_4;16;NO;4;2.2;10;38
16_NO_4;16;NO;4;2.3;10;15
16_NO_4;16;NO;4;3.1;10;49
16_NO_4;16;NO;4;3.2;10;36
16_NO_4;16;NO;4;3.3;10;71
16_NO_5;16;NO;5;1.1;10;11
16_NO_5;16;NO;5;1.2;10;26
16_NO_5;16;NO;5;1.3;10;14
16_NO_5;16;NO;5;2.1;10;30
16_NO_5;16;NO;5;2.2;10;10
16_NO_5;16;NO;5;2.3;10;20
16_NO_5;16;NO;5;3.1;10;40
16_NO_5;16;NO;5;3.2;10;12
16_NO_5;16;NO;5;3.3;10;28
16_R_1;16;R;1;1.1;10;8
16_R_1;16;R;1;1.2;10;43
16_R_1;16;R;1;1.3;10;24
16_R_1;16;R;1;2.1;10;20
16_R_1;16;R;1;2.2;10;31
16_R_1;16;R;1;2.3;10;4
16_R_1;16;R;1;3.1;10;30
16_R_1;16;R;1;3.2;10;0
16_R_1;16;R;1;3.3;10;4
16_R_2;16;R;2;1.1;10;23
16_R_2;16;R;2;1.2;10;4
16_R_2;16;R;2;1.3;10;9
16_R_2;16;R;2;2.1;10;12
16_R_2;16;R;2;2.2;10;11
16_R_2;16;R;2;2.3;10;11
16_R_2;16;R;2;3.1;10;13
16_R_2;16;R;2;3.2;10;13
16_R_2;16;R;2;3.3;10;22
16_R_3;16;R;3;1.1;10;20
16_R_3;16;R;3;1.2;10;32
16_R_3;16;R;3;1.3;10;36
16_R_3;16;R;3;2.1;10;42
16_R_3;16;R;3;2.2;10;37
16_R_3;16;R;3;2.3;10;14
16_R_3;16;R;3;3.1;10;54
16_R_3;16;R;3;3.2;10;32
16_R_3;16;R;3;3.3;10;22
4_NO_1;4;NO;1;1.1;10;74
4_NO_1;4;NO;1;1.2;10;27
4_NO_1;4;NO;1;1.3;10;46
4_NO_1;4;NO;1;2.1;10;10
4_NO_1;4;NO;1;2.2;10;11
4_NO_1;4;NO;1;2.3;10;77
4_NO_1;4;NO;1;3.1;10;35
4_NO_1;4;NO;1;3.2;10;20
4_NO_1;4;NO;1;3.3;10;62
4_NO_2;4;NO;2;1.1;10;22
4_NO_2;4;NO;2;1.2;10;10
4_NO_2;4;NO;2;1.3;10;18
4_NO_2;4;NO;2;2.1;10;4
4_NO_2;4;NO;2;2.2;10;22
4_NO_2;4;NO;2;2.3;10;10
4_NO_2;4;NO;2;3.1;10;23
4_NO_2;4;NO;2;3.2;10;12
4_NO_2;4;NO;2;3.3;10;13
4_NO_3;4;NO;3;1.1;10;12
4_NO_3;4;NO;3;1.2;10;22
4_NO_3;4;NO;3;1.3;10;20
4_NO_3;4;NO;3;2.1;10;18
4_NO_3;4;NO;3;2.2;10;21
4_NO_3;4;NO;3;2.3;10;14
4_NO_3;4;NO;3;3.1;10;31
4_NO_3;4;NO;3;3.2;10;23
4_NO_3;4;NO;3;3.3;10;51
4_NO_4;4;NO;4;1.1;10;34
4_NO_4;4;NO;4;1.2;10;48
4_NO_4;4;NO;4;1.3;10;34
4_NO_4;4;NO;4;2.1;10;29
4_NO_4;4;NO;4;2.2;10;38
4_NO_4;4;NO;4;2.3;10;47
4_NO_4;4;NO;4;3.1;10;21
4_NO_4;4;NO;4;3.2;10;51
4_NO_4;4;NO;4;3.3;10;50
4_NO_5;4;NO;5;1.1;10;25
4_NO_5;4;NO;5;1.2;10;47
4_NO_5;4;NO;5;1.3;10;38
4_NO_5;4;NO;5;2.1;10;71
4_NO_5;4;NO;5;2.2;10;56
4_NO_5;4;NO;5;2.3;10;86
4_NO_5;4;NO;5;3.1;10;40
4_NO_5;4;NO;5;3.2;10;37
4_NO_5;4;NO;5;3.3;10;14
4_R_1;4;R;1;1.1;10;16
4_R_1;4;R;1;1.2;10;12
4_R_1;4;R;1;1.3;10;37
4_R_1;4;R;1;2.1;10;5
4_R_1;4;R;1;2.2;10;21
4_R_1;4;R;1;2.3;10;8
4_R_1;4;R;1;3.1;10;7
4_R_1;4;R;1;3.2;10;5
4_R_1;4;R;1;3.3;10;3
4_R_2;4;R;2;1.1;10;58
4_R_2;4;R;2;1.2;10;9
4_R_2;4;R;2;1.3;10;33
4_R_2;4;R;2;2.1;10;19
4_R_2;4;R;2;2.2;10;44
4_R_2;4;R;2;2.3;10;77
4_R_2;4;R;2;3.1;10;88
4_R_2;4;R;2;3.2;10;22
4_R_2;4;R;2;3.3;10;32
4_R_3;4;R;3;1.1;10;16
4_R_3;4;R;3;1.2;10;10
4_R_3;4;R;3;1.3;10;5
4_R_3;4;R;3;2.1;10;24
4_R_3;4;R;3;2.2;10;7
4_R_3;4;R;3;2.3;10;5
4_R_3;4;R;3;3.1;10;18
4_R_3;4;R;3;3.2;10;8
4_R_3;4;R;3;3.3;10;13
8_NO_1;8;NO;1;1.1;10;3
8_NO_1;8;NO;1;1.2;10;6
8_NO_1;8;NO;1;1.3;10;16
8_NO_1;8;NO;1;2.1;10;14
8_NO_1;8;NO;1;2.2;10;17
8_NO_1;8;NO;1;2.3;10;4
8_NO_1;8;NO;1;3.1;10;11
8_NO_1;8;NO;1;3.2;10;8
8_NO_1;8;NO;1;3.3;10;11
8_NO_2;8;NO;2;1.1;10;13
8_NO_2;8;NO;2;1.2;10;27
8_NO_2;8;NO;2;1.3;10;9
8_NO_2;8;NO;2;2.1;10;7
8_NO_2;8;NO;2;2.2;10;62
8_NO_2;8;NO;2;2.3;10;53
8_NO_2;8;NO;2;3.1;10;56
8_NO_2;8;NO;2;3.2;10;76
8_NO_2;8;NO;2;3.3;10;24
8_NO_3;8;NO;3;1.1;10;24
8_NO_3;8;NO;3;1.2;10;26
8_NO_3;8;NO;3;1.3;10;7
8_NO_3;8;NO;3;2.1;10;27
8_NO_3;8;NO;3;2.2;10;95
8_NO_3;8;NO;3;2.3;10;32
8_NO_3;8;NO;3;3.1;10;55
8_NO_3;8;NO;3;3.2;10;67
8_NO_3;8;NO;3;3.3;10;62
8_NO_4;8;NO;4;1.1;10;20
8_NO_4;8;NO;4;1.2;10;34
8_NO_4;8;NO;4;1.3;10;12
8_NO_4;8;NO;4;2.1;10;27
8_NO_4;8;NO;4;2.2;10;14
8_NO_4;8;NO;4;2.3;10;25
8_NO_4;8;NO;4;3.1;10;32
8_NO_4;8;NO;4;3.2;10;43
8_NO_4;8;NO;4;3.3;10;2
8_NO_5;8;NO;5;1.1;10;14
8_NO_5;8;NO;5;1.2;10;22
8_NO_5;8;NO;5;1.3;10;15
8_NO_5;8;NO;5;2.1;10;14
8_NO_5;8;NO;5;2.2;10;26
8_NO_5;8;NO;5;2.3;10;25
8_NO_5;8;NO;5;3.1;10;19
8_NO_5;8;NO;5;3.2;10;6
8_NO_5;8;NO;5;3.3;10;12
8_R_1;8;R;1;1.1;10;8
8_R_1;8;R;1;1.2;10;5
8_R_1;8;R;1;1.3;10;2
8_R_1;8;R;1;2.1;10;13
8_R_1;8;R;1;2.2;10;11
8_R_1;8;R;1;2.3;10;2
8_R_1;8;R;1;3.1;10;9
8_R_1;8;R;1;3.2;10;8
8_R_1;8;R;1;3.3;10;2
8_R_2;8;R;2;1.1;10;2
8_R_2;8;R;2;1.2;10;1
8_R_2;8;R;2;1.3;10;4
8_R_2;8;R;2;2.1;10;3
8_R_2;8;R;2;2.2;10;9
8_R_2;8;R;2;2.3;10;10
8_R_2;8;R;2;3.1;10;11
8_R_2;8;R;2;3.2;10;8
8_R_2;8;R;2;3.3;10;1
8_R_3;8;R;3;1.1;10;16
8_R_3;8;R;3;1.2;10;28
8_R_3;8;R;3;1.3;10;50
8_R_3;8;R;3;2.1;10;52
8_R_3;8;R;3;2.2;10;59
8_R_3;8;R;3;2.3;10;48
8_R_3;8;R;3;3.1;10;86
8_R_3;8;R;3;3.2;10;48
8_R_3;8;R;3;3.3;10;46
16_NO_1;16;NO;1;1.1;11;6
16_NO_1;16;NO;1;1.2;11;12
16_NO_1;16;NO;1;1.3;11;10
16_NO_1;16;NO;1;2.1;11;22
16_NO_1;16;NO;1;2.2;11;4
16_NO_1;16;NO;1;2.3;11;16
16_NO_1;16;NO;1;3.1;11;26
16_NO_1;16;NO;1;3.2;11;58
16_NO_1;16;NO;1;3.3;11;27
16_NO_2;16;NO;2;1.1;11;0
16_NO_2;16;NO;2;1.2;11;12
16_NO_2;16;NO;2;1.3;11;4
16_NO_2;16;NO;2;2.1;11;9
16_NO_2;16;NO;2;2.2;11;5
16_NO_2;16;NO;2;2.3;11;9
16_NO_2;16;NO;2;3.1;11;9
16_NO_2;16;NO;2;3.2;11;10
16_NO_2;16;NO;2;3.3;11;42
16_NO_3;16;NO;3;1.1;11;34
16_NO_3;16;NO;3;1.2;11;40
16_NO_3;16;NO;3;1.3;11;83
16_NO_3;16;NO;3;2.1;11;64
16_NO_3;16;NO;3;2.2;11;92
16_NO_3;16;NO;3;2.3;11;43
16_NO_3;16;NO;3;3.1;11;6
16_NO_3;16;NO;3;3.2;11;150
16_NO_3;16;NO;3;3.3;11;97
16_NO_4;16;NO;4;1.1;11;6
16_NO_4;16;NO;4;1.2;11;0
16_NO_4;16;NO;4;1.3;11;8
16_NO_4;16;NO;4;2.1;11;8
16_NO_4;16;NO;4;2.2;11;10
16_NO_4;16;NO;4;2.3;11;25
16_NO_4;16;NO;4;3.1;11;35
16_NO_4;16;NO;4;3.2;11;5
16_NO_4;16;NO;4;3.3;11;31
16_NO_5;16;NO;5;1.1;11;17
16_NO_5;16;NO;5;1.2;11;20
16_NO_5;16;NO;5;1.3;11;10
16_NO_5;16;NO;5;2.1;11;38
16_NO_5;16;NO;5;2.2;11;45
16_NO_5;16;NO;5;2.3;11;29
16_NO_5;16;NO;5;3.1;11;48
16_NO_5;16;NO;5;3.2;11;35
16_NO_5;16;NO;5;3.3;11;50
16_R_1;16;R;1;1.1;11;38
16_R_1;16;R;1;1.2;11;0
16_R_1;16;R;1;1.3;11;9
16_R_1;16;R;1;2.1;11;2
16_R_1;16;R;1;2.2;11;9
16_R_1;16;R;1;2.3;11;7
16_R_1;16;R;1;3.1;11;24
16_R_1;16;R;1;3.2;11;17
16_R_1;16;R;1;3.3;11;2
16_R_2;16;R;2;1.1;11;19
16_R_2;16;R;2;1.2;11;36
16_R_2;16;R;2;1.3;11;32
16_R_2;16;R;2;2.1;11;46
16_R_2;16;R;2;2.2;11;6
16_R_2;16;R;2;2.3;11;30
16_R_2;16;R;2;3.1;11;51
16_R_2;16;R;2;3.2;11;21
16_R_2;16;R;2;3.3;11;44
16_R_3;16;R;3;1.1;11;40
16_R_3;16;R;3;1.2;11;30
16_R_3;16;R;3;1.3;11;15
16_R_3;16;R;3;2.1;11;11
16_R_3;16;R;3;2.2;11;0
16_R_3;16;R;3;2.3;11;24
16_R_3;16;R;3;3.1;11;15
16_R_3;16;R;3;3.2;11;62
16_R_3;16;R;3;3.3;11;9
4_NO_1;4;NO;1;1.1;11;8
4_NO_1;4;NO;1;1.2;11;27
4_NO_1;4;NO;1;1.3;11;12
4_NO_1;4;NO;1;2.1;11;12
4_NO_1;4;NO;1;2.2;11;11
4_NO_1;4;NO;1;2.3;11;28
4_NO_1;4;NO;1;3.1;11;4
4_NO_1;4;NO;1;3.2;11;45
4_NO_1;4;NO;1;3.3;11;41
4_NO_2;4;NO;2;1.1;11;37
4_NO_2;4;NO;2;1.2;11;17
4_NO_2;4;NO;2;1.3;11;21
4_NO_2;4;NO;2;2.1;11;14
4_NO_2;4;NO;2;2.2;11;18
4_NO_2;4;NO;2;2.3;11;6
4_NO_2;4;NO;2;3.1;11;13
4_NO_2;4;NO;2;3.2;11;29
4_NO_2;4;NO;2;3.3;11;37
4_NO_3;4;NO;3;1.1;11;4
4_NO_3;4;NO;3;1.2;11;10
4_NO_3;4;NO;3;1.3;11;19
4_NO_3;4;NO;3;2.1;11;18
4_NO_3;4;NO;3;2.2;11;18
4_NO_3;4;NO;3;2.3;11;11
4_NO_3;4;NO;3;3.1;11;36
4_NO_3;4;NO;3;3.2;11;9
4_NO_3;4;NO;3;3.3;11;13
4_NO_4;4;NO;4;1.1;11;58
4_NO_4;4;NO;4;1.2;11;39
4_NO_4;4;NO;4;1.3;11;15
4_NO_4;4;NO;4;2.1;11;45
4_NO_4;4;NO;4;2.2;11;19
4_NO_4;4;NO;4;2.3;11;11
4_NO_4;4;NO;4;3.1;11;33
4_NO_4;4;NO;4;3.2;11;4
4_NO_4;4;NO;4;3.3;11;13
4_NO_5;4;NO;5;1.1;11;28
4_NO_5;4;NO;5;1.2;11;59
4_NO_5;4;NO;5;1.3;11;1
4_NO_5;4;NO;5;2.1;11;8
4_NO_5;4;NO;5;2.2;11;27
4_NO_5;4;NO;5;2.3;11;1
4_NO_5;4;NO;5;3.1;11;3
4_NO_5;4;NO;5;3.2;11;22
4_NO_5;4;NO;5;3.3;11;4
4_R_1;4;R;1;1.1;11;16
4_R_1;4;R;1;1.2;11;63
4_R_1;4;R;1;1.3;11;21
4_R_1;4;R;1;2.1;11;104
4_R_1;4;R;1;2.2;11;15
4_R_1;4;R;1;2.3;11;28
4_R_1;4;R;1;3.1;11;62
4_R_1;4;R;1;3.2;11;83
4_R_1;4;R;1;3.3;11;71
4_R_2;4;R;2;1.1;11;27
4_R_2;4;R;2;1.2;11;5
4_R_2;4;R;2;1.3;11;78
4_R_2;4;R;2;2.1;11;35
4_R_2;4;R;2;2.2;11;4
4_R_2;4;R;2;2.3;11;31
4_R_2;4;R;2;3.1;11;5
4_R_2;4;R;2;3.2;11;4
4_R_2;4;R;2;3.3;11;15
4_R_3;4;R;3;1.1;11;16
4_R_3;4;R;3;1.2;11;8
4_R_3;4;R;3;1.3;11;13
4_R_3;4;R;3;2.1;11;18
4_R_3;4;R;3;2.2;11;8
4_R_3;4;R;3;2.3;11;11
4_R_3;4;R;3;3.1;11;11
4_R_3;4;R;3;3.2;11;14
4_R_3;4;R;3;3.3;11;6
8_NO_1;8;NO;1;1.1;11;2
8_NO_1;8;NO;1;1.2;11;10
8_NO_1;8;NO;1;1.3;11;24
8_NO_1;8;NO;1;2.1;11;15
8_NO_1;8;NO;1;2.2;11;5
8_NO_1;8;NO;1;2.3;11;41
8_NO_1;8;NO;1;3.1;11;11
8_NO_1;8;NO;1;3.2;11;10
8_NO_1;8;NO;1;3.3;11;3
8_NO_2;8;NO;2;1.1;11;34
8_NO_2;8;NO;2;1.2;11;22
8_NO_2;8;NO;2;1.3;11;41
8_NO_2;8;NO;2;2.1;11;29
8_NO_2;8;NO;2;2.2;11;36
8_NO_2;8;NO;2;2.3;11;21
8_NO_2;8;NO;2;3.1;11;47
8_NO_2;8;NO;2;3.2;11;73
8_NO_2;8;NO;2;3.3;11;59
8_NO_3;8;NO;3;1.1;11;5
8_NO_3;8;NO;3;1.2;11;2
8_NO_3;8;NO;3;1.3;11;4
8_NO_3;8;NO;3;2.1;11;0
8_NO_3;8;NO;3;2.2;11;10
8_NO_3;8;NO;3;2.3;11;10
8_NO_3;8;NO;3;3.1;11;26
8_NO_3;8;NO;3;3.2;11;13
8_NO_3;8;NO;3;3.3;11;2
8_NO_4;8;NO;4;1.1;11;15
8_NO_4;8;NO;4;1.2;11;16
8_NO_4;8;NO;4;1.3;11;6
8_NO_4;8;NO;4;2.1;11;45
8_NO_4;8;NO;4;2.2;11;41
8_NO_4;8;NO;4;2.3;11;10
8_NO_4;8;NO;4;3.1;11;3
8_NO_4;8;NO;4;3.2;11;24
8_NO_4;8;NO;4;3.3;11;14
8_NO_5;8;NO;5;1.1;11;19
8_NO_5;8;NO;5;1.2;11;20
8_NO_5;8;NO;5;1.3;11;5
8_NO_5;8;NO;5;2.1;11;11
8_NO_5;8;NO;5;2.2;11;15
8_NO_5;8;NO;5;2.3;11;4
8_NO_5;8;NO;5;3.1;11;24
8_NO_5;8;NO;5;3.2;11;24
8_NO_5;8;NO;5;3.3;11;35
8_R_1;8;R;1;1.1;11;11
8_R_1;8;R;1;1.2;11;11
8_R_1;8;R;1;1.3;11;5
8_R_1;8;R;1;2.1;11;8
8_R_1;8;R;1;2.2;11;5
8_R_1;8;R;1;2.3;11;1
8_R_1;8;R;1;3.1;11;14
8_R_1;8;R;1;3.2;11;1
8_R_1;8;R;1;3.3;11;5
8_R_2;8;R;2;1.1;11;11
8_R_2;8;R;2;1.2;11;6
8_R_2;8;R;2;1.3;11;11
8_R_2;8;R;2;2.1;11;1
8_R_2;8;R;2;2.2;11;0
8_R_2;8;R;2;2.3;11;0
8_R_2;8;R;2;3.1;11;3
8_R_2;8;R;2;3.2;11;3
8_R_2;8;R;2;3.3;11;6
8_R_3;8;R;3;1.1;11;11
8_R_3;8;R;3;1.2;11;40
8_R_3;8;R;3;1.3;11;13
8_R_3;8;R;3;2.1;11;20
8_R_3;8;R;3;2.2;11;22
8_R_3;8;R;3;2.3;11;36
8_R_3;8;R;3;3.1;11;4
8_R_3;8;R;3;3.2;11;23
8_R_3;8;R;3;3.3;11;72
16_NO_1;16;NO;1;1.1;12;22
16_NO_1;16;NO;1;1.2;12;20
16_NO_1;16;NO;1;1.3;12;32
16_NO_1;16;NO;1;2.1;12;20
16_NO_1;16;NO;1;2.2;12;21
16_NO_1;16;NO;1;2.3;12;14
16_NO_1;16;NO;1;3.1;12;35
16_NO_1;16;NO;1;3.2;12;5
16_NO_1;16;NO;1;3.3;12;19
16_NO_2;16;NO;2;1.1;12;2
16_NO_2;16;NO;2;1.2;12;31
16_NO_2;16;NO;2;1.3;12;20
16_NO_2;16;NO;2;2.1;12;11
16_NO_2;16;NO;2;2.2;12;8
16_NO_2;16;NO;2;2.3;12;33
16_NO_2;16;NO;2;3.1;12;15
16_NO_2;16;NO;2;3.2;12;25
16_NO_2;16;NO;2;3.3;12;18
16_NO_3;16;NO;3;1.1;12;42
16_NO_3;16;NO;3;1.2;12;50
16_NO_3;16;NO;3;1.3;12;75
16_NO_3;16;NO;3;2.1;12;49
16_NO_3;16;NO;3;2.2;12;65
16_NO_3;16;NO;3;2.3;12;104
16_NO_3;16;NO;3;3.1;12;25
16_NO_3;16;NO;3;3.2;12;15
16_NO_3;16;NO;3;3.3;12;73
16_NO_4;16;NO;4;1.1;12;46
16_NO_4;16;NO;4;1.2;12;43
16_NO_4;16;NO;4;1.3;12;30
16_NO_4;16;NO;4;2.1;12;41
16_NO_4;16;NO;4;2.2;12;60
16_NO_4;16;NO;4;2.3;12;19
16_NO_4;16;NO;4;3.1;12;50
16_NO_4;16;NO;4;3.2;12;77
16_NO_4;16;NO;4;3.3;12;42
16_NO_5;16;NO;5;1.1;12;13
16_NO_5;16;NO;5;1.2;12;22
16_NO_5;16;NO;5;1.3;12;22
16_NO_5;16;NO;5;2.1;12;25
16_NO_5;16;NO;5;2.2;12;52
16_NO_5;16;NO;5;2.3;12;19
16_NO_5;16;NO;5;3.1;12;9
16_NO_5;16;NO;5;3.2;12;2
16_NO_5;16;NO;5;3.3;12;0
16_R_1;16;R;1;1.1;12;9
16_R_1;16;R;1;1.2;12;31
16_R_1;16;R;1;1.3;12;53
16_R_1;16;R;1;2.1;12;3
16_R_1;16;R;1;2.2;12;13
16_R_1;16;R;1;2.3;12;38
16_R_1;16;R;1;3.1;12;4
16_R_1;16;R;1;3.2;12;14
16_R_1;16;R;1;3.3;12;64
16_R_2;16;R;2;1.1;12;22
16_R_2;16;R;2;1.2;12;15
16_R_2;16;R;2;1.3;12;9
16_R_2;16;R;2;2.1;12;11
16_R_2;16;R;2;2.2;12;7
16_R_2;16;R;2;2.3;12;5
16_R_2;16;R;2;3.1;12;5
16_R_2;16;R;2;3.2;12;5
16_R_2;16;R;2;3.3;12;7
16_R_3;16;R;3;1.1;12;27
16_R_3;16;R;3;1.2;12;44
16_R_3;16;R;3;1.3;12;29
16_R_3;16;R;3;2.1;12;107
16_R_3;16;R;3;2.2;12;42
16_R_3;16;R;3;2.3;12;53
16_R_3;16;R;3;3.1;12;27
16_R_3;16;R;3;3.2;12;97
16_R_3;16;R;3;3.3;12;33
4_NO_1;4;NO;1;1.1;12;0
4_NO_1;4;NO;1;1.2;12;15
4_NO_1;4;NO;1;1.3;12;2
4_NO_1;4;NO;1;2.1;12;18
4_NO_1;4;NO;1;2.2;12;56
4_NO_1;4;NO;1;2.3;12;8
4_NO_1;4;NO;1;3.1;12;55
4_NO_1;4;NO;1;3.2;12;43
4_NO_1;4;NO;1;3.3;12;29
4_NO_2;4;NO;2;1.1;12;22
4_NO_2;4;NO;2;1.2;12;77
4_NO_2;4;NO;2;1.3;12;2
4_NO_2;4;NO;2;2.1;12;34
4_NO_2;4;NO;2;2.2;12;43
4_NO_2;4;NO;2;2.3;12;23
4_NO_2;4;NO;2;3.1;12;79
4_NO_2;4;NO;2;3.2;12;4
4_NO_2;4;NO;2;3.3;12;9
4_NO_3;4;NO;3;1.1;12;48
4_NO_3;4;NO;3;1.2;12;13
4_NO_3;4;NO;3;1.3;12;18
4_NO_3;4;NO;3;2.1;12;29
4_NO_3;4;NO;3;2.2;12;83
4_NO_3;4;NO;3;2.3;12;13
4_NO_3;4;NO;3;3.1;12;68
4_NO_3;4;NO;3;3.2;12;100
4_NO_3;4;NO;3;3.3;12;8
4_NO_4;4;NO;4;1.1;12;29
4_NO_4;4;NO;4;1.2;12;0
4_NO_4;4;NO;4;1.3;12;9
4_NO_4;4;NO;4;2.1;12;51
4_NO_4;4;NO;4;2.2;12;34
4_NO_4;4;NO;4;2.3;12;30
4_NO_4;4;NO;4;3.1;12;8
4_NO_4;4;NO;4;3.2;12;19
4_NO_4;4;NO;4;3.3;12;6
4_NO_5;4;NO;5;1.1;12;26
4_NO_5;4;NO;5;1.2;12;1
4_NO_5;4;NO;5;1.3;12;3
4_NO_5;4;NO;5;2.1;12;2
4_NO_5;4;NO;5;2.2;12;3
4_NO_5;4;NO;5;2.3;12;1
4_NO_5;4;NO;5;3.1;12;15
4_NO_5;4;NO;5;3.2;12;2
4_NO_5;4;NO;5;3.3;12;14
4_R_1;4;R;1;1.1;12;20
4_R_1;4;R;1;1.2;12;11
4_R_1;4;R;1;1.3;12;18
4_R_1;4;R;1;2.1;12;25
4_R_1;4;R;1;2.2;12;18
4_R_1;4;R;1;2.3;12;39
4_R_1;4;R;1;3.1;12;87
4_R_1;4;R;1;3.2;12;43
4_R_1;4;R;1;3.3;12;19
4_R_2;4;R;2;1.1;12;0
4_R_2;4;R;2;1.2;12;33
4_R_2;4;R;2;1.3;12;1
4_R_2;4;R;2;2.1;12;11
4_R_2;4;R;2;2.2;12;19
4_R_2;4;R;2;2.3;12;3
4_R_2;4;R;2;3.1;12;11
4_R_2;4;R;2;3.2;12;27
4_R_2;4;R;2;3.3;12;6
4_R_3;4;R;3;1.1;12;67
4_R_3;4;R;3;1.2;12;39
4_R_3;4;R;3;1.3;12;79
4_R_3;4;R;3;2.1;12;31
4_R_3;4;R;3;2.2;12;25
4_R_3;4;R;3;2.3;12;19
4_R_3;4;R;3;3.1;12;19
4_R_3;4;R;3;3.2;12;35
4_R_3;4;R;3;3.3;12;17
8_NO_1;8;NO;1;1.1;12;17
8_NO_1;8;NO;1;1.2;12;8
8_NO_1;8;NO;1;1.3;12;35
8_NO_1;8;NO;1;2.1;12;33
8_NO_1;8;NO;1;2.2;12;30
8_NO_1;8;NO;1;2.3;12;13
8_NO_1;8;NO;1;3.1;12;25
8_NO_1;8;NO;1;3.2;12;16
8_NO_1;8;NO;1;3.3;12;14
8_NO_2;8;NO;2;1.1;12;7
8_NO_2;8;NO;2;1.2;12;44
8_NO_2;8;NO;2;1.3;12;19
8_NO_2;8;NO;2;2.1;12;8
8_NO_2;8;NO;2;2.2;12;11
8_NO_2;8;NO;2;2.3;12;10
8_NO_2;8;NO;2;3.1;12;9
8_NO_2;8;NO;2;3.2;12;32
8_NO_2;8;NO;2;3.3;12;36
8_NO_3;8;NO;3;1.1;12;31
8_NO_3;8;NO;3;1.2;12;86
8_NO_3;8;NO;3;1.3;12;68
8_NO_3;8;NO;3;2.1;12;49
8_NO_3;8;NO;3;2.2;12;83
8_NO_3;8;NO;3;2.3;12;50
8_NO_3;8;NO;3;3.1;12;5
8_NO_3;8;NO;3;3.2;12;6
8_NO_3;8;NO;3;3.3;12;19
8_NO_4;8;NO;4;1.1;12;29
8_NO_4;8;NO;4;1.2;12;31
8_NO_4;8;NO;4;1.3;12;22
8_NO_4;8;NO;4;2.1;12;29
8_NO_4;8;NO;4;2.2;12;93
8_NO_4;8;NO;4;2.3;12;12
8_NO_4;8;NO;4;3.1;12;24
8_NO_4;8;NO;4;3.2;12;28
8_NO_4;8;NO;4;3.3;12;50
8_NO_5;8;NO;5;1.1;12;37
8_NO_5;8;NO;5;1.2;12;18
8_NO_5;8;NO;5;1.3;12;26
8_NO_5;8;NO;5;2.1;12;130
8_NO_5;8;NO;5;2.2;12;53
8_NO_5;8;NO;5;2.3;12;18
8_NO_5;8;NO;5;3.1;12;103
8_NO_5;8;NO;5;3.2;12;24
8_NO_5;8;NO;5;3.3;12;25
8_R_1;8;R;1;1.1;12;7
8_R_1;8;R;1;1.2;12;1
8_R_1;8;R;1;1.3;12;3
8_R_1;8;R;1;2.1;12;1
8_R_1;8;R;1;2.2;12;8
8_R_1;8;R;1;2.3;12;8
8_R_1;8;R;1;3.1;12;2
8_R_1;8;R;1;3.2;12;6
8_R_1;8;R;1;3.3;12;1
8_R_2;8;R;2;1.1;12;1
8_R_2;8;R;2;1.2;12;3
8_R_2;8;R;2;1.3;12;9
8_R_2;8;R;2;2.1;12;5
8_R_2;8;R;2;2.2;12;2
8_R_2;8;R;2;2.3;12;3
8_R_2;8;R;2;3.1;12;5
8_R_2;8;R;2;3.2;12;13
8_R_2;8;R;2;3.3;12;2
8_R_3;8;R;3;1.1;12;41
8_R_3;8;R;3;1.2;12;13
8_R_3;8;R;3;1.3;12;8
8_R_3;8;R;3;2.1;12;12
8_R_3;8;R;3;2.2;12;10
8_R_3;8;R;3;2.3;12;13
8_R_3;8;R;3;3.1;12;20
8_R_3;8;R;3;3.2;12;36
8_R_3;8;R;3;3.3;12;8
16_NO_1;16;NO;1;1.1;13;16
16_NO_1;16;NO;1;1.2;13;3
16_NO_1;16;NO;1;1.3;13;19
16_NO_1;16;NO;1;2.1;13;10
16_NO_1;16;NO;1;2.2;13;65
16_NO_1;16;NO;1;2.3;13;22
16_NO_1;16;NO;1;3.1;13;47
16_NO_1;16;NO;1;3.2;13;13
16_NO_1;16;NO;1;3.3;13;33
16_NO_2;16;NO;2;1.1;13;0
16_NO_2;16;NO;2;1.2;13;9
16_NO_2;16;NO;2;1.3;13;24
16_NO_2;16;NO;2;2.1;13;17
16_NO_2;16;NO;2;2.2;13;30
16_NO_2;16;NO;2;2.3;13;27
16_NO_2;16;NO;2;3.1;13;17
16_NO_2;16;NO;2;3.2;13;44
16_NO_2;16;NO;2;3.3;13;7
16_NO_3;16;NO;3;1.1;13;40
16_NO_3;16;NO;3;1.2;13;39
16_NO_3;16;NO;3;1.3;13;21
16_NO_3;16;NO;3;2.1;13;21
16_NO_3;16;NO;3;2.2;13;14
16_NO_3;16;NO;3;2.3;13;8
16_NO_3;16;NO;3;3.1;13;33
16_NO_3;16;NO;3;3.2;13;11
16_NO_3;16;NO;3;3.3;13;7
16_NO_4;16;NO;4;1.1;13;25
16_NO_4;16;NO;4;1.2;13;42
16_NO_4;16;NO;4;1.3;13;14
